size_sqft,price_lakhs
2260,189.99
7345,769.85
1348,120.65
6072,659.84
2829,308.16
3264,415.97
7437,721.59
1263,168.5
836,10.0
7640,908.58
7479,787.6
8267,811.88
9034,890.44
1145,102.15
6077,699.7
3336,378.53
6247,602.53
2794,217.46
3019,361.71
2184,260.33
4649,500.22
5479,543.71
6910,676.02
6730,757.26
7454,834.31
6788,710.81
5037,552.19
6825,694.3
4150,346.5
989,49.91
5475,604.81
8948,958.49
5378,590.51
5748,592.1
1479,202.46
9374,934.49
6706,701.67
8891,878.87
7207,667.86
9100,953.23
1938,257.56
5971,720.8
7228,736.0
1682,115.81
1703,153.88
9311,924.31
3592,366.62
9311,954.64
719,90.05
4817,520.55
3602,370.07
8157,704.44
8170,828.36
5993,603.64
1067,134.21
2344,216.33
1849,196.08
6440,671.81
4016,393.6
4781,511.89
8198,823.31
6848,692.63
2593,113.16
5137,456.51
8058,748.74
7093,720.12
7938,857.38
8293,823.38
6307,673.11
5842,616.61
9392,946.19
6656,694.3
8733,885.6
7680,760.89
2685,288.05
4568,529.13
971,120.74
463,57.2
8956,851.73
4892,559.99
5095,439.15
5098,424.5
6336,652.17
2655,221.46
6187,673.15
8261,741.91
6127,660.79
9037,944.75
5019,507.8
893,10.0
5139,427.73
7694,781.4
9951,983.46
3793,415.67
6464,642.99
2972,289.44
4500,328.68
316,72.72
3491,316.64
692,49.29
8916,838.11
6572,580.18
871,160.71
3931,432.87
6472,687.8
9612,950.37
7477,660.8
8733,978.4
4197,440.81
8423,849.14
2579,239.94
9280,825.77
7751,832.18
9206,867.71
1075,134.83
7169,755.44
2547,271.41
7388,762.3
378,105.11
8380,798.38
7399,748.13
4226,411.34
9347,842.72
7640,778.32
7383,800.86
6530,721.82
9523,1045.17
5240,435.31
3571,438.53
3756,384.84
8088,888.83
8899,870.16
7950,768.46
3011,240.34
1968,235.6
447,70.42
6720,616.15
665,10.0
4831,503.86
5630,589.46
5810,531.65
9054,846.01
9264,959.19
6793,772.12
5739,549.15
6811,637.12
7804,795.34
1546,186.36
4139,395.69
8851,986.35
2676,312.68
3309,311.84
9454,865.78
2127,278.67
7279,787.5
8869,871.76
4585,476.03
7210,713.48
8861,912.13
2496,198.35
4047,346.32
9143,954.84
6278,674.68
5907,566.16
1069,69.44
1080,165.38
6603,624.54
4283,431.07
9803,976.73
9014,828.05
821,91.71
9427,947.42
7869,804.91
6084,616.31
4883,595.08
6246,682.68
5241,526.04
6567,663.21
7428,830.98
2761,319.25
985,37.05
2460,293.45
7331,795.24
5641,644.99
338,13.73
5175,493.78
1556,108.51
7997,815.11
2496,286.24
7465,720.83
601,53.01
7827,680.01
6681,743.57
946,16.35
9089,927.64
9153,927.21
4630,465.29
9860,989.44
7303,679.71
3837,367.3
4858,534.25
6879,751.16
8774,856.35
9978,919.78
4382,399.27
4483,540.93
8952,859.24
4054,400.54
2024,273.2
1676,141.26
9006,892.32
9194,959.12
1953,280.89
2366,204.32
322,101.8
2760,261.92
6226,578.3
6551,667.58
9796,921.72
7595,783.1
3600,517.48
6579,713.18
8853,880.06
7653,817.91
4027,356.12
6572,619.02
6295,625.64
9776,981.99
814,16.73
748,59.48
6319,624.67
5643,641.4
8333,768.63
2820,212.7
3381,346.89
1728,230.34
4267,454.28
6745,689.63
9414,926.97
2459,279.71
5432,584.54
2847,271.83
3279,280.47
2949,247.79
8805,924.44
3383,261.09
1337,217.55
3789,356.09
7904,805.88
7844,819.49
2934,259.22
4283,405.31
2078,214.4
8202,777.51
5410,487.62
5489,500.01
7678,828.26
1424,162.3
997,60.04
2479,291.54
9896,952.71
5551,457.58
9535,988.34
2229,305.21
1313,159.2
526,10.0
7621,760.92
2128,199.07
8209,839.81
5888,546.44
2323,215.63
5266,455.6
6191,630.19
1380,68.86
5336,555.47
2863,248.77
3592,202.13
3886,428.29
4731,497.8
7141,781.75
6943,589.79
4259,393.17
461,52.68
893,117.89
3690,295.86
6297,651.27
6654,636.81
963,10.0
9624,924.87
841,109.82
5733,482.64
5393,571.15
1167,130.87
8923,879.61
5769,495.14
6556,577.85
9698,949.88
1469,90.65
1130,96.31
1951,240.41
1436,129.95
3110,295.98
8967,881.72
9818,1032.47
1319,196.57
5537,574.8
1583,165.13
959,107.38
2310,302.4
8890,912.81
2033,279.42
2425,221.55
2471,180.32
8566,823.15
3771,348.96
9328,1013.03
5924,629.22
8991,867.23
8629,903.32
2397,233.22
5368,618.53
6697,653.01
3057,228.76
4220,412.66
8486,831.94
2200,152.84
2910,320.3
7200,791.24
1749,118.78
9038,952.44
5317,501.37
8299,828.66
6352,628.71
2396,238.36
9195,943.15
6704,619.19
3631,427.77
7762,801.38
5405,582.28
3278,288.8
3139,258.16
3684,427.54
985,40.61
7831,790.57
4583,509.25
8036,797.26
8010,859.5
1919,178.32
7168,652.93
1731,191.81
9367,946.61
5013,635.7
9857,938.44
9735,960.91
5298,493.26
462,39.08
2274,218.26
3591,315.49
8761,899.51
931,82.39
1205,187.77
2314,198.97
8196,912.67
504,64.19
881,151.67
5975,603.27
9332,894.17
5647,551.52
2943,224.96
8317,826.12
2597,268.3
1174,119.69
5860,652.51
989,91.44
4300,335.3
9914,1168.6
971,62.57
8227,871.14
1471,71.89
5891,601.36
9435,903.77
6642,523.07
1749,160.76
2839,281.4
4259,414.96
6585,670.66
5732,559.72
4560,459.46
2661,274.61
6464,644.64
3970,388.46
2053,160.62
8400,869.72
2238,209.65
8862,868.01
6276,653.21
6888,699.4
8916,856.69
6604,722.93
7645,705.04
8175,765.93
9386,972.02
6933,780.86
897,60.83
3362,356.84
2636,203.98
872,40.75
7821,838.71
6471,665.39
7397,797.86
2390,293.32
6866,582.12
4924,432.6
1933,207.02
1817,96.85
3948,342.08
1837,255.05
3437,316.62
7285,764.01
397,38.29
4050,371.0
8835,800.29
8474,859.07
8403,913.03
5713,538.72
4966,500.03
910,15.01
2027,169.09
2154,232.44
5355,572.69
2624,290.2
9669,865.32
9583,935.45
6074,559.04
6819,666.45
2049,199.34
1081,161.42
7848,799.56
7123,783.19
2405,205.52
4167,345.85
7493,822.06
5276,549.27
2413,204.14
6179,639.79
4270,468.76
9559,961.86
7564,719.95
1877,165.64
9503,964.83
2574,267.34
5169,577.51
7044,690.6
2726,224.41
5846,713.45
7152,723.92
2851,326.81
6711,697.19
307,40.03
8387,827.31
2855,145.31
775,24.34
5716,588.06
8976,761.65
7539,757.48
7010,734.06
5300,571.66
4954,525.31
8378,885.72
6363,716.58
2585,313.31
5523,562.14
7271,720.37
3825,388.23
3122,298.43
5243,580.18
6830,711.61
558,36.75
582,124.4
2198,205.21
4435,396.21
6929,692.36
3500,308.79
5410,587.81
7467,704.43
912,85.43
987,145.69
3990,363.39
9104,930.96
2607,212.03
7433,755.52
6809,709.26
6206,618.49
2891,290.78
7483,770.5
5548,540.77
9066,951.08
5408,609.36
3904,344.11
969,185.25
4664,451.23
7629,862.62
1583,143.8
1223,157.67
1425,177.6
1829,163.53
8738,877.43
4011,473.1
8304,814.29
6574,636.52
4164,358.73
8133,891.68
7088,684.76
526,112.6
564,26.33
9887,1047.13
945,134.83
7844,772.98
5869,550.19
3290,296.35
2804,247.11
9646,1017.86
887,96.71
9477,891.94
4379,425.29
3648,358.25
6599,552.95
4131,403.27
9733,1009.46
8681,861.22
9472,959.92
2015,225.73
6750,657.87
5733,609.84
1398,212.67
7396,663.41
2626,245.36
9387,1055.18
6716,680.13
7280,726.26
7063,693.4
1974,261.12
8250,778.05
9422,988.51
9215,907.66
6349,597.41
1389,127.34
4878,485.48
9427,917.81
455,101.14
9562,919.1
2258,232.8
6644,691.27
6079,614.39
6444,683.01
5363,514.62
4130,444.13
9346,967.21
9131,961.51
6959,601.62
741,99.55
6340,679.06
6225,601.93
7658,738.41
4928,457.73
6670,615.4
9828,1016.09
1248,238.9
8479,820.1
6415,618.17
759,76.67
7868,706.7
4946,459.82
692,66.35
2087,164.0
7674,827.27
1438,79.11
5041,549.15
7718,845.23
6662,685.29
2754,268.53
9958,1008.11
3974,375.37
1677,65.9
7001,651.14
2897,289.14
441,10.0
2959,275.24
4896,513.56
9331,940.35
5961,649.02
6442,658.91
5926,610.25
9087,873.09
8772,810.64
723,51.65
7299,693.54
4549,446.56
2050,151.7
5057,547.82
2267,190.16
4388,420.61
4478,446.79
8089,865.06
3246,412.53
9941,1085.47
5694,505.31
8180,799.34
5375,509.33
7530,771.52
1831,198.56
3290,299.85
7455,712.4
4793,429.43
9635,830.79
1233,58.39
1760,219.34
3023,375.54
585,125.89
564,101.86
7116,661.0
2062,147.14
340,10.0
6127,583.54
8559,860.26
1287,78.31
8104,831.95
8089,841.49
6017,577.98
3498,282.8
5674,636.45
5090,510.76
7483,845.36
2824,287.02
9577,965.81
2779,229.68
5454,524.22
1078,29.86
1792,112.02
960,133.06
1648,150.67
9791,957.97
8151,778.08
7456,726.32
2344,291.05
7668,774.01
3816,322.6
9550,1006.52
9468,1033.05
4877,512.44
1027,147.26
7768,837.84
642,10.0
1747,267.91
6881,743.04
6617,686.14
826,76.33
7048,637.94
705,53.93
8286,851.02
4040,348.78
2146,211.11
1778,118.62
1071,87.87
5825,514.87
9070,834.11
493,66.3
2307,201.71
1485,124.21
2694,237.73
9602,1096.36
4305,460.87
7729,808.64
2561,217.33
4036,428.84
7016,690.21
5175,478.33
9221,1018.55
4678,496.44
8115,837.62
3751,326.51
7916,728.09
3100,307.12
8633,834.62
5710,601.63
1755,209.46
7192,722.48
6108,652.19
7096,719.27
5096,466.02
5393,529.39
1625,169.29
5276,574.05
9705,981.75
1459,117.33
4950,543.31
5287,547.74
4997,576.98
640,68.36
4128,360.93
2268,285.65
1003,71.46
5782,592.97
6676,676.89
2100,212.28
5763,567.81
5212,438.59
4948,444.69
1155,171.61
3166,338.04
482,143.66
3412,289.31
5970,595.47
4792,537.36
6123,584.01
1817,157.43
5302,515.53
1656,143.33
3929,419.49
3928,303.79
8510,933.14
6432,595.22
9624,856.54
6888,688.29
3611,342.23
6348,625.9
6546,670.23
1287,160.94
3621,446.43
4915,456.99
8665,905.21
4041,439.55
3352,203.16
6874,645.74
1026,38.25
4060,428.39
6106,627.49
2175,235.4
7293,714.02
4333,423.06
5743,572.87
1289,108.84
4044,443.26
8911,837.62
893,50.21
2074,213.47
1235,105.1
4108,355.36
631,89.7
8222,793.59
3002,257.96
6189,610.18
5354,490.74
4168,415.09
4500,432.02
501,24.47
2797,254.38
2142,263.98
9401,958.56
4958,410.34
7844,828.55
8018,827.63
1070,129.88
3455,389.9
1928,193.55
686,99.6
6331,609.88
6739,716.28
6701,681.01
4308,361.95
2766,328.42
2582,251.75
2156,202.19
8280,805.87
2298,211.33
5776,589.08
9728,923.42
4969,418.47
9642,910.98
4618,480.89
7364,728.3
7746,830.26
1731,169.85
5924,634.53
7761,741.46
2119,190.14
1430,143.48
6863,678.95
2958,283.78
3800,336.39
8866,807.32
2420,273.55
4320,457.96
3559,325.21
2123,231.24
1774,169.08
2542,309.51
3543,288.69
7290,722.66
5460,535.67
3434,351.46
2370,313.86
659,59.71
1441,181.26
1935,186.11
4300,483.55
3661,403.74
6883,671.63
8135,793.23
306,54.95
3567,323.93
6864,695.93
5228,505.01
2906,309.01
6206,612.55
3573,322.67
7911,846.37
1213,133.28
2311,228.42
1742,195.2
5846,501.04
2129,317.41
9067,907.93
6768,578.64
1229,182.75
3999,362.33
9955,1047.69
1354,141.48
6044,525.88
2200,233.06
9949,1004.29
7280,785.59
7369,763.01
9891,927.13
3715,421.61
742,53.5
6518,737.81
4952,477.46
8239,813.34
8133,772.2
9670,942.07
7897,751.55
4758,534.62
6891,622.52
9749,1015.13
2609,302.33
6568,725.68
1210,123.19
4640,412.67
4309,422.31
6928,722.53
2469,251.14
2472,265.54
5968,665.06
6613,690.4
8615,871.42
8336,741.38
7089,669.71
1085,88.27
6439,545.04
6644,608.94
2716,258.18
9288,923.51
4454,470.69
5919,581.64
2236,236.0
4107,389.81
7451,747.2
9793,1001.85
3536,427.23
2652,239.47
2232,230.41
8856,929.06
5216,449.62
5798,679.69
1246,183.55
9869,901.33
1739,192.47
8030,774.78
5157,495.83
640,81.53
682,120.72
8791,855.81
438,21.18
658,84.41
5231,551.7
3756,325.24
1927,278.88
9795,947.33
6926,740.83
5304,552.99
9626,992.92
6952,664.0
6716,585.41
3470,345.93
4135,412.64
8317,783.8
2451,291.0
9729,970.32
7205,680.05
3134,342.65
9490,979.58
2867,250.88
1607,222.37
9148,1026.96
2960,241.5
4030,393.82
6507,667.55
3462,460.21
1440,107.31
8758,828.82
2008,153.48
3930,454.07
3511,315.71
6838,641.29
775,89.05
7984,813.81
9468,1000.35
1507,155.3
2260,238.45
857,80.44
1182,52.98
5061,496.12
6167,619.84
7263,704.11
7466,668.38
8229,766.15
5647,562.73
7569,803.54
8425,926.61
2754,266.21
4794,443.56
2246,205.97
3108,258.48
6942,733.59
4125,519.38
3836,348.97
6368,577.2
4102,460.52
4999,515.8
2270,243.75
6106,690.01
6442,575.88
3119,242.18
9394,931.31
664,69.57
4558,438.05
3419,464.94
2163,200.79
415,13.96
7384,744.62
8316,880.14
2684,232.13
4235,416.15
8042,854.16
5742,626.94
2790,289.88
7280,848.92
9434,1042.43
7961,725.79
2024,117.8
8482,887.99
3067,374.97
1437,132.46
4417,416.59
3720,330.99
6145,556.1
5078,564.62
4206,401.54
3937,408.79
3253,234.01
6229,673.01
576,86.99
2299,162.67
1527,165.65
6637,663.94
4035,380.99
995,10.0
9801,947.08
4452,460.32
8201,792.67
7770,765.92
7837,858.54
3141,310.22
4508,345.96
9033,894.06
1388,143.77
3663,325.03
324,69.14
6444,571.29
5968,589.91
4536,379.91
8368,822.02
2535,288.91
7595,751.42
8692,858.2
8748,876.19
4047,408.59
3475,382.19
5197,554.69
5337,604.78
7727,781.08
8905,807.46
2314,274.3
1681,235.59
1398,262.88
3726,445.19
3955,370.99
8238,833.16
9401,926.57
487,28.37
5709,565.23
2392,303.49
2430,163.54
5542,504.07
8849,945.87
5947,667.38
5485,515.53
6076,690.14
8213,870.09
7847,771.31
8123,690.54
7655,682.1
6765,643.59
1797,217.7
2855,323.66
5709,547.58
3251,313.54
1538,152.18
9465,935.56
5027,510.88
4265,425.0
5986,514.89
9542,943.82
4001,398.97
3080,357.49
7698,728.23
1888,199.0
2668,294.94
6089,601.48
736,10.0
3128,363.3
1856,222.96
7870,798.44
7780,780.02
9796,890.53
482,86.93
7490,823.32
6987,643.01
5865,653.75
7541,810.67
7951,737.94
5875,567.79
1889,119.13
9151,911.84
459,68.32
6855,619.48
9503,969.59
8544,886.36
7146,747.27
2607,283.43
1528,91.38
7526,746.53
5890,606.62
7219,794.95
5885,588.62
9527,973.98
6346,588.0
5245,466.76
8227,758.55
7316,710.59
8058,908.9
5386,518.5
9756,993.83
7461,773.95
2184,163.82
2109,189.14
3467,377.92
6652,686.62
9309,831.2
6356,665.32
2737,246.15
6768,650.56
9380,958.24
6251,701.25
5576,547.58
9159,974.85
8118,739.75
5028,509.34
2924,265.35
6038,617.9
4532,438.38
6093,542.25
4823,437.93
5871,504.94
9310,865.65
9598,983.82
2524,239.85
8689,880.44
6391,729.88
8962,881.4
6661,697.81
2248,226.21
7394,877.53
6618,510.92
4096,373.72
534,86.1
9420,904.35
3907,419.0
8343,831.3
822,125.45
6204,563.79
5188,527.44
6132,636.5
7422,748.79
6142,621.67
1616,221.72
1424,58.4
5921,598.35
5723,511.84
2887,326.58
9515,909.6
5972,473.58
1678,206.87
3674,353.98
1819,199.73
6077,679.05
8235,842.07
6393,647.77
8718,869.44
5655,508.13
5268,516.04
9383,1036.99
5874,568.64
4372,429.4
2557,318.55
8888,811.74
4724,503.41
3537,274.26
4193,439.26
2305,229.38
2316,262.22
9688,918.18
2072,180.45
8653,898.5
4276,402.11
2051,242.88
9267,937.16
7730,750.71
7470,731.23
6769,677.08
9431,932.09
3520,388.51
839,65.34
1761,147.45
5484,593.91
8847,863.59
534,26.38
1848,60.52
7780,726.02
4513,409.37
1973,170.29
7008,664.69
8282,877.35
2400,201.24
4048,369.77
3473,355.08
2115,156.42
4141,492.3
8316,871.71
7311,672.7
4793,529.98
974,158.49
8388,781.69
8878,829.54
2458,215.28
2961,225.34
2364,197.39
3553,335.29
5279,553.11
8003,804.36
9231,915.7
1701,145.94
3559,290.5
4223,451.89
4514,479.87
3527,321.86
3045,249.44
6391,716.91
4166,428.94
6118,631.65
2522,274.21
3092,249.08
4363,511.26
1824,162.23
8524,893.5
6498,722.72
4325,436.57
2866,227.53
3103,185.63
4009,398.98
6455,658.01
1019,72.86
6816,688.38
4879,509.42
1272,176.9
4018,390.37
7695,767.23
4702,461.27
4852,486.88
2507,225.04
4726,446.7
7219,699.15
9135,921.31
8686,826.23
8980,875.45
2504,340.83
5645,609.32
3576,309.75
1402,183.43
5543,585.67
6914,686.2
9733,937.9
9007,859.62
5523,563.49
8884,846.09
930,147.86
9471,1016.14
6983,696.16
577,114.64
532,32.62
5990,563.28
7959,850.91
325,111.49
7768,874.96
6710,687.63
8952,938.31
4064,421.93
6899,760.07
5402,561.86
7306,770.85
3783,321.53
2294,217.84
8982,938.88
1372,173.4
7007,745.65
515,57.53
7905,757.9
2906,287.65
8650,867.35
5081,520.19
3613,312.91
8063,793.01
6239,619.47
2595,147.39
5985,640.13
1996,207.8
2246,237.87
3083,282.53
3944,423.71
5541,512.5
6720,638.26
7857,817.12
2945,312.36
6889,625.02
6653,744.17
2232,185.28
2057,199.07
5385,625.84
5937,490.71
1416,56.29
792,101.3
9111,787.17
8188,716.63
6774,736.16
5258,505.36
9767,1086.5
3043,252.56
8166,800.68
7460,773.03
5751,598.68
5558,543.06
8848,852.38
7486,760.17
6402,709.04
9361,974.24
9377,906.08
9775,927.91
919,57.26
1182,54.51
9288,936.17
3942,434.89
1596,156.03
8736,959.59
3195,408.27
6893,704.69
1229,158.0
5666,521.58
9011,883.06
3512,414.81
2709,241.94
8499,924.27
3723,427.93
7276,765.18
7894,730.77
5458,530.2
3967,428.91
6273,578.01
6536,644.1
8577,895.31
2768,248.39
6517,609.38
3919,301.86
1936,174.27
8455,884.16
3883,344.65
4309,431.79
3626,351.39
8448,811.47
2517,293.59
5267,608.81
2669,317.12
3938,359.0
9435,1043.12
6022,652.27
4744,451.53
7918,753.03
4247,480.75
1976,206.29
1496,107.06
3087,301.29
7732,752.84
9953,954.1
8227,873.43
3618,400.89
9158,957.73
6989,740.13
2476,201.8
4043,374.12
9092,982.13
4722,477.6
4124,338.88
9471,957.95
2751,307.84
928,119.0
8078,760.91
3996,493.94
3974,322.37
4229,428.44
3065,393.33
4669,496.48
8607,902.51
5256,472.94
992,116.55
3462,344.37
1405,84.0
3308,374.05
2461,205.13
8645,829.45
3999,421.53
4086,401.44
9556,964.06
4500,439.78
2213,291.95
9708,924.55
5820,558.76
2072,231.26
3080,258.6
7723,720.69
3171,323.99
960,139.37
6542,704.09
1432,147.79
999,66.29
7770,790.78
6597,688.01
8112,824.29
4857,547.41
2479,197.19
9365,901.65
8575,912.27
1722,98.55
3480,321.03
4616,425.02
6996,621.39
9883,978.94
914,128.71
4870,494.82
570,96.98
2768,336.4
9882,968.92
3907,523.04
3375,320.23
589,48.27
8420,806.62
6914,718.67
3552,340.67
7715,767.56
7071,696.84
578,46.4
880,95.91
5258,503.29
8745,854.34
4576,511.24
8297,815.02
5076,526.78
1124,67.93
4132,390.97
9191,857.47
5745,667.22
1680,236.77
6834,713.17
3456,453.16
4607,499.21
5934,584.8
8875,906.13
6110,679.04
8833,839.28
6234,564.76
3409,361.2
4382,408.86
3540,241.0
6328,570.65
2149,199.33
8797,882.11
3049,308.8
6980,798.26
9627,952.32
505,64.41
7652,683.91
4891,487.54
3750,391.71
7514,682.64
4111,364.4
5441,568.56
8801,852.78
3008,295.67
2291,256.14
8763,978.14
3573,346.21
4838,572.26
9012,803.26
9468,954.22
4022,385.5
3851,358.48
3132,346.1
5979,587.17
6879,586.65
452,10.0
6054,641.5
3100,228.14
5610,598.44
2910,297.24
1404,131.89
7661,762.03
4499,475.64
4154,356.53
7563,758.41
2214,164.42
7665,774.68
3372,369.52
9498,958.1
706,101.03
466,11.6
808,77.69
1961,184.2
3964,381.23
3789,338.87
980,76.41
2824,226.76
2420,157.29
5560,520.96
4657,497.0
1663,178.0
9823,919.47
2592,238.9
1838,218.42
3708,348.38
8042,733.31
9052,1018.08
9591,950.75
2203,162.12
474,55.96
2530,248.72
4587,381.63
4460,450.67
7406,789.79
9989,987.25
3471,244.09
1867,203.8
1451,175.25
7919,762.58
6333,604.35
8860,998.89
5246,491.69
8534,797.31
2207,221.96
3790,407.74
2835,310.12
4473,323.9
1593,126.26
5069,564.54
5096,525.93
7171,655.31
3272,389.32
4222,470.44
5297,514.87
7332,777.17
1292,229.19
8412,788.48
5587,586.47
2540,353.3
1776,210.25
6726,634.88
689,80.85
1299,198.39
2155,164.71
8425,841.0
9150,902.83
3063,274.73
3963,408.38
5286,523.56
1781,210.27
7556,812.65
4031,339.46
7562,759.58
751,72.44
3393,349.47
1182,117.43
4708,421.77
4368,509.54
3577,451.74
8866,913.94
8251,855.01
4990,505.55
4895,537.96
4859,363.74
7591,758.91
8460,817.37
412,48.49
5431,597.73
3497,350.65
439,25.88
1724,102.24
3249,319.44
3468,380.41
9008,858.75
6343,534.13
7289,842.61
7536,770.36
6561,645.02
1187,188.25
3404,347.47
349,101.5
4251,487.42
3860,322.27
318,54.8
5121,598.36
6640,614.07
8358,786.48
9965,955.64
2906,335.12
8146,828.82
8943,797.51
6732,690.25
4065,393.9
2738,268.19
6658,623.95
8619,879.31
6241,676.62
7944,762.3
5155,431.38
6847,669.54
7496,787.41
6211,600.05
6781,603.22
3061,344.26
4756,546.37
9907,991.7
6661,585.81
5993,583.41
6088,616.38
501,10.0
6460,675.17
817,36.33
8037,804.98
9833,971.88
2288,259.59
4102,409.49
6108,600.98
7462,706.06
6541,655.84
8699,856.89
5933,549.77
6055,613.47
6609,679.1
4417,424.78
8645,911.08
1818,195.0
6463,582.11
2900,356.87
2495,287.85
3854,435.49
3149,334.93
2042,87.31
1606,215.23
4149,417.94
7819,799.56
4495,476.52
5478,644.61
2855,258.19
2605,234.48
7919,749.35
9580,904.5
2942,241.62
9669,874.31
6709,692.23
5057,605.09
3294,431.98
9051,862.48
1571,143.49
2113,272.97
9101,931.72
2761,282.83
4420,429.16
6424,701.32
8775,823.85
4696,493.64
9583,975.55
1116,113.77
7604,799.79
7631,764.79
382,11.47
2220,226.63
8117,732.09
2393,269.94
7371,780.51
8267,793.87
8667,821.97
5585,527.51
5237,520.55
669,77.69
2118,292.57
2401,314.55
3790,420.58
2079,213.96
7974,751.05
1664,250.38
7594,747.02
3976,411.67
2726,303.97
8564,859.48
8389,896.45
3262,348.97
1159,165.33
4438,466.17
2724,270.51
9556,959.31
4317,428.59
8860,821.79
8642,814.16
1434,180.43
5466,483.63
5419,521.69
5994,546.89
6436,620.71
5785,570.74
4464,426.09
2646,193.18
5339,524.62
5197,471.76
8552,823.37
5341,571.13
4201,467.87
1637,98.15
1484,226.83
4726,447.1
1851,155.05
1929,148.32
9819,984.7
1826,281.68
1661,89.12
4670,364.16
5583,571.73
7910,819.47
2293,231.93
1169,146.69
1314,74.84
902,42.96
990,105.2
8985,986.4
789,106.93
7164,746.76
7540,700.32
8086,829.72
8324,773.29
594,147.79
5788,528.2
4327,392.88
3212,247.55
5044,508.69
2173,219.49
3558,431.46
3117,350.52
8936,854.06
3941,437.77
4758,413.62
5607,524.78
9233,929.22
2341,177.51
979,151.13
6038,717.77
5968,582.07
9850,952.42
7997,793.22
8333,805.43
362,49.29
8129,746.78
7652,781.13
7215,817.1
8626,762.49
3944,335.97
5270,504.75
8303,857.39
3578,402.32
7596,800.1
9314,846.81
3374,303.68
8612,816.18
7852,781.94
1937,194.61
5403,471.84
9416,919.62
944,123.43
2332,201.78
3061,296.09
2368,321.64
541,153.6
2968,188.73
1102,115.89
5359,681.75
495,73.44
2487,249.62
2630,328.63
5141,525.0
3906,426.06
8768,866.28
360,46.18
4227,444.03
6596,702.88
2891,267.51
9058,882.86
6421,545.73
1500,130.64
3154,363.05
7324,755.56
9728,922.96
7272,632.01
436,36.48
1329,179.09
2894,265.46
7506,678.35
961,66.62
2772,293.51
386,100.72
6519,639.07
8443,897.04
7268,774.0
3073,248.47
2000,262.54
3000,314.76
7115,651.17
1947,282.74
6338,627.52
5464,449.23
5820,546.69
3987,351.08
896,55.51
4845,462.24
8976,884.73
9137,898.95
5057,500.83
4684,497.77
9212,883.88
5033,562.35
7381,676.84
8990,929.76
7417,823.86
5029,494.03
1973,206.97
8606,812.2
7478,722.21
2594,337.78
3930,430.42
446,65.53
3753,278.4
4807,444.88
6083,695.25
8051,825.64
5928,619.58
8628,871.33
3660,335.35
3305,347.13
3852,308.69
318,10.0
2542,217.44
6618,671.41
5397,461.22
8940,900.35
2248,175.07
9437,900.71
5918,656.78
4536,455.46
7201,674.91
2220,231.34
4488,375.32
538,72.92
504,105.77
5852,618.29
5227,630.59
4690,372.08
2987,305.05
5251,457.92
6460,637.34
5688,568.88
9840,1097.99
5426,539.61
1116,107.68
9312,981.46
492,46.56
2076,299.16
3945,427.98
6614,702.83
8742,780.82
2088,308.06
7674,734.58
4000,399.51
9659,933.26
4193,368.09
7111,650.99
9588,963.96
2979,199.41
4204,408.26
7560,808.89
804,112.0
9879,1009.52
7073,662.53
4116,332.3
1017,153.79
4734,450.95
958,91.65
5357,525.82
4308,464.42
5294,621.57
4534,526.52
4064,289.79
4937,478.27
2404,173.06
9747,1021.62
7101,710.3
8875,917.81
2907,270.99
8685,816.53
4019,358.49
2881,211.45
2865,223.32
3063,232.59
6628,611.01
6291,574.49
3706,390.3
9223,940.04
5080,527.65
4477,506.45
6776,673.68
2904,251.36
8481,958.67
2682,313.48
831,90.72
6379,642.04
934,107.88
302,20.09
8697,876.11
6251,650.07
5926,556.27
8039,722.19
6303,526.52
3190,363.39
6539,574.75
8326,855.87
3606,302.88
1197,62.79
9577,921.79
9771,986.81
970,32.57
7591,728.25
1805,179.21
6760,615.49
5467,618.11
5555,469.37
549,43.99
6757,739.33
2192,152.98
3739,368.42
3154,322.04
9995,959.16
4092,405.33
5630,591.07
8171,793.74
8535,891.72
3912,410.84
2918,262.65
4978,554.17
3463,309.25
9780,1020.79
3242,288.05
8711,855.3
2225,214.37
3272,344.13
1290,10.0
2112,234.1
9295,924.38
789,93.19
6176,642.72
9985,1018.19
3945,294.13
7381,685.05
3191,335.74
3816,391.58
3640,324.52
6710,707.88
353,22.48
2875,331.79
915,152.0
6244,638.32
7704,798.18
1254,94.98
1929,237.51
7159,726.81
9141,899.36
3578,296.86
5755,551.23
4101,354.63
2861,324.17
6839,744.92
670,112.81
1157,240.0
5186,495.58
7785,808.33
683,10.0
4634,453.54
4590,385.13
3025,330.91
6504,632.63
6411,538.37
4551,420.85
1222,211.86
3215,342.02
8257,864.15
3346,340.88
9466,937.52
1530,153.78
7947,806.97
5233,468.47
9855,1023.65
4240,480.09
6783,668.47
503,24.15
460,10.0
9260,1013.96
4048,382.19
7018,734.47
2881,278.62
1393,127.12
4800,441.76
9099,861.39
6010,638.0
3175,267.85
3491,372.23
2137,218.23
989,136.53
4059,375.4
2403,294.31
665,59.44
8392,968.78
4472,366.49
6333,754.75
2678,261.48
1505,161.64
5288,498.59
5969,518.46
3035,277.08
8790,860.72
1256,134.74
9606,1016.66
6923,701.84
1774,187.81
4760,495.22
7302,642.45
6696,586.47
3128,237.95
3150,296.34
3264,232.81
4894,454.91
9441,875.69
6944,718.79
3150,336.88
465,31.47
1219,26.9
8605,848.64
3804,396.83
1291,169.64
6347,722.37
4139,469.82
1558,164.04
7909,776.64
9006,863.45
